"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"4411","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"12",1
"4412","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"12",1
"4414","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"12",1
"4417","MALKANGIRI","Paddy","AGRICULTURE",102,"12",1
"4418","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"12",1
"4421","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"12",1
"4422","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"12",1
"4424","MALKANGIRI","Ground nut","AGRICULTURE",109,"12",1
"4425","MALKANGIRI","onion","AGRICULTURE",110,"12",1
"4427","MALKANGIRI","seasame","AGRICULTURE",112,"12",1
"4429","MALKANGIRI","Sweet corn","AGRICULTURE",114,"12",1
"4431","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"12",1
"4432","MALKANGIRI","mahua fruit","TREE BASED LIVELIHOOD",203,"12",1
"4433","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"12",1
"4434","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"12",1
"4435","MALKANGIRI","Mahua Flower","TREE BASED LIVELIHOOD",206,"12",1
"4436","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"12",1
"4437","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"12",1
"4438","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"12",1
"4439","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"12",1
"4440","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"12",1
"4441","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"12",1
"4443","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"12",1
"4444","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"12",1
"4445","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"12",1
"4446","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"12",1
"4450","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"12",1
"4451","MALKANGIRI","brick making","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"12",1
"4452","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"12",1
"4459","MALKANGIRI","consumer goods(Grocery shop)","TRADE/BUSINESS/SERVICES",808,"12",1
"4462","MALKANGIRI","Rice mill","TRADE/BUSINESS/SERVICES",811,"12",1
"4466","MALKANGIRI","sorgi monji(collected for oil)","NTFP COLLECTION",902,"12",1
"4467","MALKANGIRI","kosa dua(rasham yarn)","NTFP COLLECTION",903,"12",1
"4469","MALKANGIRI","boda(type of wild mushroom)","NTFP COLLECTION",905,"12",1
"4473","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"12",1
"4474","MALKANGIRI","mushroom","NTFP COLLECTION",910,"12",1
"4475","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"12",1
"4477","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"12",1
"4478","MALKANGIRI","private salaried job(mechanic at company, mechanical engineer, paper mill supervisor)","SALARIED JOB",1003,"12",1
"4479","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"12",1
"4480","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"12",1
"4481","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"12",1
"4482","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"12",1
"4485","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"12",1
"4487","PALAMU","Paddy","AGRICULTURE",102,"12",1
"4488","PALAMU","Wheat","AGRICULTURE",103,"12",1
"4489","PALAMU","Barley ","AGRICULTURE",104,"12",1
"4490","PALAMU","vegetables(chillies,cauliflower,pekchi,brinjal,tomato,peas,sweet potato)","AGRICULTURE",105,"12",1
"4492","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"12",1
"4496","PALAMU","mustard","AGRICULTURE",111,"12",1
"4498","PALAMU","sesame","AGRICULTURE",113,"12",1
"4502","PALAMU","Mahua fruit (private sources)","TREE BASED LIVELIHOOD",203,"12",1
"4504","PALAMU","Goat ","SHEEP/GOAT REARING",301,"12",1
"4505","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"12",1
"4511","PALAMU","Hen ","OTHER LIVESTOCKS",506,"12",1
"4520","PALAMU","Bullocks rented for agriculture","TRADE/BUSINESS/SERVICES",802,"12",1
"4521","PALAMU","Perishable goods(Chicken shop, Fish Trader )","TRADE/BUSINESS/SERVICES",803,"12",1
"4525","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"12",1
"4543","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"12",1
"4544","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"12",1
"4546","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"12",1
"4548","PALAMU","local skilled labor (barhi,mistri, rajmistri,sculpture)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"12",1
"4549","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"12",1
"4552","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"12",1
"4553","BANKURA","Potato","AGRICULTURE",107,"12",1
"4554","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"12",1
"4556","BANKURA","Onion","AGRICULTURE",110,"12",1
"4558","BANKURA","Water melon","TREE BASED LIVELIHOOD",202,"12",1
"4562","BANKURA","Sheep ","SHEEP/GOAT REARING",301,"12",1
"4563","BANKURA","Goat ","SHEEP/GOAT REARING",302,"12",1
"4565","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"12",1
"4566","BANKURA","Buffalo ","OTHER LIVESTOCKS",502,"12",1
"4567","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"12",1
"4568","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"12",1
"4579","BANKURA","Perishable goods (vegetable store,tea & sweet stall,Chicken Shop,Pan stall, Bakery )","TRADE/BUSINESS/SERVICES",803,"12",1
"4581","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"12",1
"4582","BANKURA","Saloon ","TRADE/BUSINESS/SERVICES",806,"12",1
"4583","BANKURA","Consumer goods (grocery shop,Medicine shop,Dashakarma shop[idols,dieties],Garment shop,shoes shop,Stationary shop,variety shop,Hardware shop,cement & rod shop,fertilizer shop,Tin,Asbestor,  )","TRADE/BUSINESS/SERVICES",807,"12",1
"4585","BANKURA","Mill Owner (Mill for Processing of Rice & Wheat)","TRADE/BUSINESS/SERVICES",809,"12",1
"4587","BANKURA","Rabbit ","TRADE/BUSINESS/SERVICES",811,"12",1
"4589","BANKURA","Mechanical business (cycle & motor cycle repair shops)","TRADE/BUSINESS/SERVICES",813,"12",1
"4590","BANKURA","Mobile shop (repairing, recharge )","TRADE/BUSINESS/SERVICES",814,"12",1
"4591","BANKURA","Construction contractor (Road, Tubewell,House,Drain)","TRADE/BUSINESS/SERVICES",815,"12",1
"4595","BANKURA","sale of utensils (copper & brass Product shop,Jwellary shop) ","TRADE/BUSINESS/SERVICES",819,"12",1
"4596","BANKURA","Tailor","TRADE/BUSINESS/SERVICES",820,"12",1
"4599","BANKURA","Govt. salaried Job (indian oil corporation,income tax dept, high school teacher, primary teacher,doctor,Railway clerk, central reserve police force,PWD night guard,Supply Inspector,panchayat secretary,ITBM,WBP,BSF,Army,Vetenary compounder,High school teacher,Post office Peon,Health dept,BLRO Peon,Block office,clerk,Kolkata Police,Central Industrial Security Force,School clerk,Railway police force,Supervisor in ICDS,Aganwari teacher,Nursery teacher,BDO,ADO,Post master,Bank Peon,Kangsabati Corporation's employee, Damodar valley corporation)","SALARIED JOB",1001,"12",1
"4600","BANKURA","Private Salaried Job (Driver,Law clerk,Tata motors,Cook in Military Canteen, Civic police,Engineer,Private Company,Fertilizer factory,Vest Factory,Data entry operator,Iron factory,Advocate,Nurse)","SALARIED JOB",1002,"12",1
"4603","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"12",1
"4604","BANKURA","local skilled labor (rajmistri,bhata labor,mechanical labor,private cook) ","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"12",1
"4605","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"12",1
"4606","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"12",1
"4608","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"12",1
"4609","KACHCHH","Wheat","AGRICULTURE",101,"13",1
"4610","KACHCHH","Cotton","AGRICULTURE",102,"13",1
"4612","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"13",1
"4613","KACHCHH"," Sovin","AGRICULTURE",105,"13",1
"4614","KACHCHH"," Mustard","AGRICULTURE",106,"13",1
"4615","KACHCHH"," Castor","AGRICULTURE",107,"13",1
"4616","KACHCHH"," Groundnut","AGRICULTURE",108,"13",1
"4617","KACHCHH"," Bajra(Millet)","AGRICULTURE",109,"13",1
"4619","KACHCHH","Isabgol","AGRICULTURE",111,"13",1
"4620","KACHCHH"," vegetable (okra,brinjal,chilli,bottle gourd,cucumber,tomato,cabbage)","AGRICULTURE",112,"13",1
"4621","KACHCHH"," Onion","AGRICULTURE",113,"13",1
"4626","KACHCHH","Sheep","SHEEP/GOAT REARING",301,"13",1
"4627","KACHCHH","Goat","SHEEP/GOAT REARING",302,"13",1
"4628","KACHCHH","milk from cow","DAIRY CATTLE",401,"13",1
"4629","KACHCHH","milk from buffalo","DAIRY CATTLE",402,"13",1
"4632","KACHCHH","charcoal production","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"13",1
"4639","KACHCHH","consumer goods (Ration Shop)","TRADE/BUSINESS/SERVICES",807,"13",1
"4645","KACHCHH","Govt salaried job ( police,pwd,teacher,postman,aganvadiworker,aganvadi helper,elec tric board,state transport,b s f,Railway Police,Coast guard,Indian Army)","SALARIED JOB",1002,"13",1
"4648","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"13",1
"4649","KACHCHH","local skilled labor(Mason, carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"13",1
"4654","DEVAS"," paddy ","AGRICULTURE",101,"13",1
"4655","DEVAS","Wheat","AGRICULTURE",102,"13",1
"4656","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"13",1
"4657","DEVAS","Tilli","AGRICULTURE",104,"13",1
"4658","DEVAS","groundnut","AGRICULTURE",105,"13",1
"4659","DEVAS","chillies","AGRICULTURE",106,"13",1
"4660","DEVAS","jowar","AGRICULTURE",107,"13",1
"4661","DEVAS","maize","AGRICULTURE",108,"13",1
"4662","DEVAS","cotton","AGRICULTURE",109,"13",1
"4663","DEVAS","Soyabean","AGRICULTURE",110,"13",1
"4664","DEVAS","onion","AGRICULTURE",111,"13",1
"4666","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"13",1
"4667","DEVAS"," goat ","SHEEP/GOAT REARING",301,"13",1
"4668","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"13",1
"4669","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"13",1
"4670","DEVAS","hen ","OTHER LIVESTOCKS",501,"13",1
"4671","DEVAS","bullocks","OTHER LIVESTOCKS",502,"13",1
"4673","DEVAS"," cultivated fish(kamakaar,catla,girgit,mangrole)","FISHING/AQUACULTURE",602,"13",1
"4676","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"13",1
"4680","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"13",1
"4681","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"13",1
"4683","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"13",1
"4684","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"13",1
"4688","DEVAS","Charoli","NTFP COLLECTION",901,"13",1
"4689","DEVAS","Deek(seeds from forest)","NTFP COLLECTION",902,"13",1
"4691","DEVAS","Mahua fruit","NTFP COLLECTION",904,"13",1
"4692","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"13",1
"4693","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"13",1
"4695","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"13",1
"4696","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"13",1
"4697","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"13",1
"4698","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"13",1
"4699","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"13",1
"4702","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"13",1
"4703","KHANDWA"," Jowar","AGRICULTURE",101,"13",1
"4704","KHANDWA","Maize","AGRICULTURE",102,"13",1
"4705","KHANDWA"," Paddy ","AGRICULTURE",103,"13",1
"4706","KHANDWA"," Wheat ","AGRICULTURE",104,"13",1
"4707","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"13",1
"4708","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"13",1
"4709","KHANDWA"," Cotton","AGRICULTURE",107,"13",1
"4710","KHANDWA"," Mugfali","AGRICULTURE",108,"13",1
"4711","KHANDWA"," Soyabean ","AGRICULTURE",109,"13",1
"4712","KHANDWA","Sugarcane","AGRICULTURE",110,"13",1
"4713","KHANDWA","Silk  Production","AGRICULTURE",111,"13",1
"4715","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"13",1
"4716","KHANDWA"," goat","SHEEP/GOAT REARING",301,"13",1
"4717","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"13",1
"4718","KHANDWA"," bullocks","OTHER LIVESTOCKS",501,"13",1
"4719","KHANDWA"," hen","OTHER LIVESTOCKS",502,"13",1
"4722","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"13",1
"4724","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"13",1
"4725","KHANDWA","Charwaha(shepherd)","TRADE/BUSINESS/SERVICES",802,"13",1
"4726","KHANDWA","blacksmith","TRADE/BUSINESS/SERVICES",803,"13",1
"4727","KHANDWA","scrap dealer (kabad dukan)","TRADE/BUSINESS/SERVICES",804,"13",1
"4728","KHANDWA","stitching ","TRADE/BUSINESS/SERVICES",805,"13",1
"4738","KHANDWA"," charoli seeds","NTFP COLLECTION",901,"13",1
"4740","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"13",1
"4741","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"13",1
"4743","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"13",1
"4744","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"13",1
"4745","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"13",1
"4746","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"13",1
"4747","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"13",1
"4749","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"13",1
"4750","MAHBUBNAGAR","rice ","AGRICULTURE",101,"13",1
"4751","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"13",1
"4752","MAHBUBNAGAR","cotton","AGRICULTURE",103,"13",1
"4753","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"13",1
"4754","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"13",1
"4756","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"13",1
"4757","MAHBUBNAGAR","sesame ","AGRICULTURE",108,"13",1
"4758","MAHBUBNAGAR","castor","AGRICULTURE",109,"13",1
"4759","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"13",1
"4760","MAHBUBNAGAR","raagulu(type of sesame)","AGRICULTURE",111,"13",1
"4761","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"13",1
"4762","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"13",1
"4763","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"13",1
"4765","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"13",1
"4767","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"13",1
"4770","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"13",1
"4771","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"13",1
"4772","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"13",1
"4773","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"13",1
"4774","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"13",1
"4775","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"13",1
"4777","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"13",1
"4780","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"13",1
"4781","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"13",1
"4782","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"13",1
"4784","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"13",1
"4786","MAHBUBNAGAR","pds dealer","TRADE/BUSINESS/SERVICES",807,"13",1
"4788","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"13",1
"4789","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"13",1
"4793","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"13",1
"4794","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"13",1
"4795","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"13",1
"4796","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"13",1
"4798","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"13",1
"4801","MALKANGIRI","Paddy","AGRICULTURE",102,"13",1
"4802","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"13",1
"4805","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"13",1
"4806","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"13",1
